id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
26466765,"Prichard's Perch - private, views from every room!",33360,Laura,North Admiral,47.5802,-122.40146,Entire home/apt,388,7,51,0.7,7,137,13
26471553,Modern Cozy City Apt+Walkable+AC+Pet Friendly!,16708587,Jill,West Queen Anne,47.63179,-122.36669,Entire home/apt,106,2,177,2.43,5,9,46
26472719,Light-filled peaceful retreat in thriving Seattle,188406168,Faye,Ravenna,47.67619,-122.3015,Entire home/apt,205,2,278,3.82,1,111,33
26526206,Sofia-A LEED Platinum Apt by Downtown,4730169,Magic,Yesler Terrace,47.60522,-122.31859,Entire home/apt,148,1,269,3.7,14,216,20
26562018,Modern 2 Bedroom Seattle Home,2517873,Heather,Atlantic,47.59447,-122.30098,Entire home/apt,132,30,16,0.22,1,302,2
26566116,Furnished 2 bedroom mother in law in North Seattle,199763113,Marcela,Broadview,47.72889,-122.36134,Entire home/apt,152,2,29,0.4,1,315,5
26599527,The Purple Place on 18th,198522296,David,Minor,47.61121,-122.30854,Entire home/apt,100,2,152,2.1,2,77,28
26607432,"Spacious and kid-friendly  2  BR, shared house.",87499342,Jeralyn,Bitter Lake,47.7276,-122.35054,Private room,100,30,14,0.19,1,90,0
26722322,"Center UW, Clean top Floor (311)",3074414,Melissa,University District,47.66086,-122.31511,Entire home/apt,130,30,28,0.42,132,79,3
26737843,Modern Coastal Downtown:King bed+Work Desk+Kitchen,158715708,Valta,Central Business District,47.6129,-122.33076,Entire home/apt,194,2,205,2.84,15,309,38
26747050,Central Belltown apartment - close to everything!,12606743,Benjamin,Belltown,47.61641,-122.34583,Entire home/apt,164,3,173,2.4,1,232,27
26756649,"""The"" Seattle View & 5-Star Luxury",16255476,Ken,Lower Queen Anne,47.63036,-122.359,Entire home/apt,975,3,42,0.59,3,241,3
26790896,Center UW Remodeled Clean & Comfy 315,3074414,Melissa,University District,47.66283,-122.31453,Entire home/apt,125,30,7,0.1,132,184,0
26804995,"Location, Location!",200181630,Mike,Belltown,47.61317,-122.34795,Entire home/apt,174,2,395,5.47,1,212,70
26841349,"Traveling nurses room, Harry Potter स्वागत",85076667,Sabrina & Perry,West Woodland,47.66969,-122.3615,Shared room,43,30,11,0.15,12,365,1
26845976,"Architectural Gem, Light-filled, Modern & Cosy",9041726,Allory,West Woodland,47.66217,-122.36195,Entire home/apt,276,4,353,4.9,1,279,53
26874520,Comfy Spacious Close to Space Needle,180545052,Robert,Belltown,47.6168,-122.34785,Entire home/apt,130,1,271,3.74,2,319,74
26880154,The Suite at Barton Cottage,184015481,Helen,Fremont,47.66164,-122.35452,Private room,85,30,53,0.74,1,36,2
26888506,"Bright, Cozy 1 BR UW/Ravenna, close Light Rail",42532894,Betsy,University District,47.66953,-122.30733,Entire home/apt,141,2,113,1.57,1,288,27
26894254,Blue House - Cozy Suite,38118149,Eric And Olga,North Delridge,47.56836,-122.36301,Private room,50,1,366,5.07,3,161,64
26958405,Nest at Roanoke Park,42726845,Laurie,Portage Bay,47.64503,-122.31812,Entire home/apt,143,7,108,1.5,1,8,18
26961134,Seattle Children's MC/UW Abode,190175335,Christy,Laurelhurst,47.66306,-122.27971,Entire home/apt,108,1,270,3.74,1,120,47
26963720,The Temple House,101271848,Margaret And Tito,Atlantic,47.59834,-122.30991,Entire home/apt,251,2,191,2.66,1,194,27
26996748,Magic Treehouse,107034992,Karen,Whittier Heights,47.68715,-122.37313,Entire home/apt,85,28,91,1.29,1,49,17
27023519,Salon Rue de Cerise,203271786,Jane,Central Business District,47.60287,-122.33393,Entire home/apt,163,2,264,3.69,1,95,54
27091529,"Seattle Vacation Home: The Port - 3 bed/2.5 bath, great location",54812088,Seattle Vacation Home,Stevens,47.62145,-122.29999,Entire home/apt,344,30,81,1.14,39,353,4
27106446,Basement Apartment in Ravenna Craftsman,111772553,Hellen,Ravenna,47.67795,-122.31073,Entire home/apt,199,30,9,0.13,3,307,0
27107417,"6 Bedroom, Family Friendly Craftsman in Ravenna",111772553,Hellen,Ravenna,47.67579,-122.31122,Entire home/apt,499,30,9,0.14,3,307,0
27111854,Walk to Leafy Parks from a Cozy Pad in Charming Montlake,541036,Carly,Montlake,47.64054,-122.31027,Entire home/apt,191,2,284,3.94,3,318,53
27208473,"Kremrest - Artist Suite - Open Loft, Clean",190880343,Julia,Belltown,47.61689,-122.33117,Private room,142,1,285,3.96,4,120,47
27221728,The Barnacle Loft At Alki Beach,205002407,Mollie & Dan,Alki,47.57438,-122.41568,Entire home/apt,165,30,80,1.14,1,65,1
27233427,Quiet Private Room in Central Seattle,205081928,Phuong,Minor,47.60345,-122.30511,Private room,81,30,63,0.89,1,206,2
27287563,West Seattle Art-filled Home Near Alki,2824268,Jeff,North Admiral,47.57252,-122.3726,Entire home/apt,260,30,31,0.44,1,50,0
27287682,Chic One Bedroom Apartment-Close to UW,180543579,Anita,University District,47.65613,-122.31544,Entire home/apt,133,1,171,2.38,4,169,37
27314115,Opa’s Office,27375109,Chris,Broadway,47.62476,-122.31811,Entire home/apt,119,3,96,1.34,1,24,37
27328475,Sweet 1 BR Rescued House in Greenwood,12364405,Lise,Greenwood,47.69566,-122.35265,Entire home/apt,79,30,27,0.38,1,254,4
27331743,Charming Home in the Heart of Greenwood,21376171,Carrie,Greenwood,47.69398,-122.35777,Entire home/apt,128,2,86,1.21,2,4,26
27334813,Entire House - Bright and Sunny Lake View Cottage!,197363501,Melanie,Seward Park,47.56313,-122.26981,Entire home/apt,336,2,246,3.47,1,275,43
27342729,Cozy Studio in Upper Queen Anne.,206056391,Anthony & Eva,West Queen Anne,47.63728,-122.36146,Entire home/apt,112,1,359,5.14,2,89,82
27368377,"Willow Creek Cabin Secluded Guesthouse, Wooded lot",25851366,Alasdair,Wedgwood,47.69259,-122.30174,Entire home/apt,150,1,461,6.46,1,149,89
27369320,Two ferns- A LEED Platinum Apt By Downtown,4730169,Magic,Yesler Terrace,47.60451,-122.3186,Entire home/apt,144,1,280,3.92,14,213,17
27431875,Prime Location Junction View Townhome,751008,Elaine,Genesee,47.56364,-122.38847,Entire home/apt,150,2,111,1.59,2,128,15
27434633,Allen Loft Near downtown/Capitol hill,4730169,Magic,Yesler Terrace,47.60371,-122.31903,Entire home/apt,130,30,285,4.01,14,220,5
27448176,Sweetpea Garden Cottage,4193,Jessica,Dunlap,47.52908,-122.27735,Private room,60,30,28,0.45,3,210,1
27470230,Modern Metal Box,63739097,Bill,Minor,47.60543,-122.30459,Entire home/apt,150,1,226,3.53,1,175,49
27485425,Private Greenlake Seattle Getaway,203785194,Julia,Phinney Ridge,47.6824,-122.34917,Entire home/apt,144,1,308,4.3,1,277,49
27489843,Cozy Studio in the Heart of Emerald City,100939883,Manard,Belltown,47.61496,-122.34037,Entire home/apt,181,3,261,3.67,1,89,46
27492046,Entire 2beds apparemment in West Seattle,13701143,Ali,Riverview,47.53516,-122.35717,Entire home/apt,87,30,72,1,15,324,24
27492845,Columbia City Cottage- Main Floor,38110467,Eric,Seward Park,47.55486,-122.27216,Entire home/apt,77,30,21,0.29,2,134,4
27496043,Romantic Getaway in a Greenwood Garden Oasis,82858202,Matthew,Bitter Lake,47.708538,-122.35466,Entire home/apt,148,3,194,2.74,2,287,43
27553758,Eureka -Zane/Luppo,183354712,Marc,Cedar Park,47.7272,-122.2903,Private room,98,30,84,1.19,3,115,16
27602783,Eureka-Henry,183354712,Marc,Cedar Park,47.7272,-122.28946,Private room,65,1,57,0.81,3,137,16
27607985,Private Arboretum suite with W/D and parking spot,17250269,Tom,Harrison/Denny-Blaine,47.624569,-122.292221,Entire home/apt,172,2,247,3.63,1,309,23
27608157,The Andrea Apartment near Downtown/Capitol Hill,4730169,Magic,Yesler Terrace,47.60404,-122.32015,Entire home/apt,117,30,270,3.85,14,221,8
27633718,DT 1BR Cozy Convention CTR (Parking Incl) WS 98,83331742,Dewey,First Hill,47.6111,-122.32968,Entire home/apt,132,3,271,3.82,2,307,48
27680098,Homestay#2,111066204,Erlinda,North College Park,47.6944,-122.33381,Private room,,30,4,0.08,4,22,2
27682114,Business Traveler's Oasis,200477568,M,West Queen Anne,47.63281,-122.35969,Entire home/apt,184,3,51,0.71,1,130,3
27683974,University District Guest Suite,15944284,Christopher,University District,47.66654,-122.30825,Entire home/apt,,28,64,1.76,1,0,7
27705446,Brand New Contemporary Studio in Madison Valley,188164325,Daniel,Mann,47.61628,-122.2972,Entire home/apt,97,2,353,4.95,2,281,50
27706992,"Seattle Queen Anne Design Loft, Space Needle View",86893100,Larissa,Lower Queen Anne,47.62803,-122.35358,Entire home/apt,190,2,273,3.9,3,296,40
27781617,Beach house on water. Ocean view. Close to Alki,209703387,Clancy,Seaview,47.55736,-122.40143,Entire home/apt,244,30,25,0.35,1,90,1
27820717,HS5: Private  bedroom in West Seattle,13701143,Ali,Highland Park,47.53199,-122.35427,Private room,53,1,56,0.79,15,164,23
27849459,"Comfort Quarters, walk UW, self check-in",53552204,Randy,University District,47.66416,-122.3058,Private room,78,2,43,0.62,5,140,6
27875010,Cozy bedroom in West Seattle,13701143,Ali,Highland Park,47.53164,-122.3538,Private room,48,1,212,2.99,15,150,24
27894530,Cozy Private bedroom in West Seattle,13701143,Ali,Riverview,47.53597,-122.35712,Private room,,30,44,0.93,15,43,0
27895001,Charming Private bedroom in West Seattle,13701143,Ali,Riverview,47.53532,-122.3551,Private room,55,1,167,2.36,15,260,31
27895209,Bright Private bedroom in West Seattle,13701143,Ali,Riverview,47.53569,-122.35728,Private room,50,1,209,2.94,15,341,39
27900515,Chic Vintage Apartment in UW-Two Bed-Long Term,180543579,Anita,University District,47.65841,-122.31454,Entire home/apt,141,1,123,1.73,4,182,29
27908343,Modern light-filled townhouse in central Seattle,5293864,Todd,Atlantic,47.58888,-122.30353,Entire home/apt,238,5,26,0.39,1,59,2
27909830,Centrally located 2bd suite with separate entrance,61586257,Yuliya,Stevens,47.63341,-122.30454,Entire home/apt,150,2,105,1.48,1,315,17
27929606,"""Captains Quarters""",210794424,MightyHeidi,Whittier Heights,47.68224,-122.37392,Entire home/apt,103,1,376,5.32,1,104,48
27960420,SLU Luxury Unit in the middle of Amazon's HQ,38382317,David,Belltown,47.61542,-122.33843,Entire home/apt,299,30,84,1.19,1,89,0
27966220,Charming Garden Studio Cottage in North Green Lake,118738966,Trung,Maple Leaf,47.69641,-122.31217,Entire home/apt,131,2,67,0.95,2,335,8
27984069,Private Garden Suite with Comfortable King Bed,16425882,Mary,Greenwood,47.7015,-122.3616,Entire home/apt,116,3,135,1.91,2,48,19
27993068,Lovely Private room in West Seattle,13701143,Ali,Riverview,47.53562,-122.35546,Private room,41,1,158,2.3,15,157,53
27993345,Large Private bedroom in West Seattle,13701143,Ali,Riverview,47.536,-122.35553,Private room,39,1,156,3.39,15,326,35
28027896,Green Lake Modern Scandinavian Style Home,207918249,Happy,Green Lake,47.67627,-122.32907,Entire home/apt,299,3,26,0.37,1,200,6
28051388,Stylish Private Apartment on Market St. Ballard,210983160,Kabir,Adams,47.66951,-122.38839,Entire home/apt,225,30,101,1.44,1,64,7
28051995,Charming Maple Leaf Garden-Level Apartment,211908204,Charly & Linnea,Roosevelt,47.68978,-122.32424,Entire home/apt,88,3,220,3.13,1,30,33
28106693,Waterfront Apt. with Spectacular Views,16306173,Raj,Pike-Market,47.60913,-122.34467,Entire home/apt,325,3,226,3.23,2,94,38
28150567,Lovely Sunset Hill  Garden Apt 💓,70225734,Cat,Sunset Hill,47.6845,-122.39832,Entire home/apt,92,30,28,0.44,1,273,3
28202957,Sweeping Views & Prvt Deck | 2BR w Kitchen+Parking,65048930,Noam,West Queen Anne,47.63056,-122.36779,Entire home/apt,311,1,360,5.1,2,54,88
28208320,"Beautiful, Historic Loft in Pioneer Square",34596895,Taylor,Pioneer Square,47.6007,-122.33005,Private room,100,30,84,1.24,1,328,0
28214746,Sunset suite with balcony & Puget Sound view,446639,Lael,West Queen Anne,47.62892,-122.36837,Entire home/apt,140,30,53,0.75,1,235,3
28220417,Top Floor Water View Oasis • Space Needle & Cruise,212885663,A-Team,Lower Queen Anne,47.62077,-122.35797,Entire home/apt,246,1,152,2.15,2,257,12
28249646,"Pet Friendly, full amenities, with amazing view",16537927,Amy Or Ian,Fauntleroy,47.52444,-122.38194,Entire home/apt,120,30,81,1.18,1,236,20
28306348,"Ravens Landing: 2BR, midcentury in Arbor Heights",75247196,Joe,Fauntleroy,47.5152,-122.39165,Entire home/apt,145,1,70,1,3,130,30
28310191,West Seattle Private Suite- Walkable to Everything,42520514,Alison,Genesee,47.56537,-122.39084,Entire home/apt,155,2,59,0.85,1,5,6
28317348,Great Alki Waterside Condo | A/C | Waterview Patio,29666316,Mish,Alki,47.57519,-122.41851,Entire home/apt,59,30,17,0.27,21,32,5
28340406,Classic Vintage Apartment,122962150,Anthony,Broadway,47.62857,-122.3191,Entire home/apt,150,30,9,0.13,1,127,0
28385302,Little House on the Corner - Backyard Cottage,127739147,Gordon,Crown Hill,47.70086,-122.37018,Entire home/apt,,4,137,1.99,1,1,25
28403400,The Catalina Apartment Near Downtown/Capitol Hill,4730169,Magic,Yesler Terrace,47.60527,-122.32082,Entire home/apt,117,1,257,3.66,14,217,11
28411010,Amazing Capitol Hill Apartment with Free Parking!,100208194,Brandon,Broadway,47.61676,-122.3173,Entire home/apt,199,1,416,5.91,6,53,57
28414569,The Laurelhurst Cottage,17169483,Kathleen,Laurelhurst,47.65867,-122.28906,Entire home/apt,125,2,135,1.93,1,260,30
28443632,Quite Private Backyard Cottage in West Seattle,210736024,Merly,High Point,47.54451,-122.37509,Entire home/apt,75,30,10,0.14,1,70,0
28459670,Heeeey ….Safe Cute Close 2 fun,19757930,Julie,North Beach/Blue Ridge,47.70206,-122.3775,Private room,160,1,0,,1,269,0
28466540,spacious 2 bed/2 bath with kick *ss views,86157147,Lyle,Central Business District,47.61293,-122.33066,Entire home/apt,307,3,242,3.45,16,129,43
28471944,Belltown Studio W/pkg Close to Space Needle and Pike Place,63986971,Alice,Belltown,47.61398,-122.34923,Entire home/apt,179,5,185,2.67,2,41,38
28497431,Cozy Cottage in Seattle,14200326,Jeffrey,North Queen Anne,47.64837,-122.35994,Entire home/apt,167,1,45,3.25,1,230,35
28521122,"Cozy 4br 2ba near airport, downtown & lightrail",145720154,Chima,Brighton,47.53816,-122.2768,Entire home/apt,303,1,38,0.56,13,162,7
28581267,*NEW* Stylish Spacious Home Overlooking Lake Wa,74727763,Malinda,Mount Baker,47.58279,-122.29105,Entire home/apt,200,30,6,0.09,2,89,0
28590842,"Steps to UW, 2 Baths! super clean and  convenient",3074414,Melissa,University District,47.65836,-122.31612,Entire home/apt,167,30,11,0.16,132,102,1
28699203,Ballard Architect's Apartment 2 bd 2 bth Walkable!,194726811,Robert,Adams,47.67476654,-122.3923187,Entire home/apt,228,1,134,2,2,300,12
28713206,Capitol Hill Suite w/ Kitchenette and Sauna,162267318,Tim & Leslie,Stevens,47.63132,-122.30628,Private room,84,3,54,0.78,1,92,12
28722561,The Benaroya near Downtown/Capitol Hill,4730169,Magic,Yesler Terrace,47.60483,-122.31971,Entire home/apt,120,30,268,3.85,14,216,10
28781499,Mid-Century Luxe Lounge - Romantic and comfortable,42542021,Josh,Olympic Hills,47.72544,-122.30168,Entire home/apt,96,1,503,7.2,1,112,80
28786706,Queen Anne Gem - Comfy,13264825,Barbara,East Queen Anne,47.6343,-122.35151,Private room,90,5,77,1.11,2,33,17
28787210,"Modern, Light-filled Suite close to Downtown",49112899,Supriya,North Admiral,47.57692,-122.37294,Entire home/apt,97,2,175,2.52,2,29,16
28805689,"Vintage Gem: 2-BR Duplex, 10min to Pioneer Square",7260100,Annastasia,North Delridge,47.56905,-122.35707,Entire home/apt,,1,260,3.84,1,0,53
28841487,Queen Anne Gem - Cozy,13264825,Barbara,East Queen Anne,47.63393,-122.35144,Private room,90,5,103,1.48,2,45,18
28932291,Two-Story 680 Sq’ Cottage w/ Parking & Near LtRail,218083172,Martha,North Beacon Hill,47.5796,-122.30799,Entire home/apt,150,5,23,0.43,1,80,6
28956135,Capitol Hill Cottage,35964620,Stacey,Minor,47.61661,-122.30508,Entire home/apt,150,30,54,0.78,1,213,8
29032817,Quintessential Capitol Hill Home on Greenbelt,79354480,Alexa,Stevens,47.63542,-122.30437,Entire home/apt,475,180,2,0.03,1,23,0
29074613,Lake Union View,190507384,Cherry,Eastlake,47.64083,-122.32437,Entire home/apt,520,30,0,,33,305,0
29103244,Beautiful Flat in Heart of Ballard (1100 SQFT),5408465,Ingrid,Adams,47.67543,-122.39829,Entire home/apt,,2,44,0.64,1,6,10
29136365,"Rotations, travelling nurse, UW, Amazon, Seattle",28379912,Daniel James Rogers,Eastlake,47.6447211,-122.325668,Entire home/apt,130,30,6,0.1,11,95,0
29182677,Madrona Hygge House,61874761,Geoff,Madrona,47.61119,-122.2882,Entire home/apt,140,3,152,2.47,1,39,18
29221597,Cozy & adorable studio in north Capitol Hill,1838818,Kia,Broadway,47.62938,-122.32009,Entire home/apt,125,30,42,0.61,7,320,11
29251722,Pleasant 2 bed condo in the Heart of Seattle!,86157147,Lyle,First Hill,47.61132,-122.33032,Entire home/apt,255,3,236,3.45,16,10,42
29261279,"Longterm Seattle Stay, Seeking a Roommate!",220459099,On-Julie,Madison Park,47.63993,-122.27822,Private room,68,140,0,,1,358,0
29280801,Lovely studio in ideal north Cap Hill location,1838818,Kia,Broadway,47.63,-122.32131,Entire home/apt,131,2,71,1.03,7,326,15
29372096,The Bridge,5259943,Sean & Caroline,North Admiral,47.57116,-122.3726,Entire home/apt,128,2,170,2.48,1,100,19
29384355,Private Cozy Midcentury Modern Home in Magnolia,7704718,Petya And Cooper,Lawton Park,47.66085,-122.40299,Entire home/apt,201,30,13,0.19,1,179,5
29396603,"Craftsman in QueenAnne, Seattle",7717515,Wendy,West Queen Anne,47.63605,-122.35735,Entire home/apt,175,2,71,1.04,1,343,18
29410063,Cozy family home with backyard living,155139469,Helen,Phinney Ridge,47.67822,-122.36188,Entire home/apt,261,3,45,0.76,1,316,9
29418584,Stunning Tranquil Retreat by Ravenna Park,621691,Rachael,Ravenna,47.67252,-122.30112,Entire home/apt,,3,60,0.88,2,0,19
29488633,ALKI BEACH PARADISE RETREAT ON THE WATER,30365082,Sarah,Alki,47.57822,-122.41277,Entire home/apt,284,3,74,1.09,2,324,19
29594876,"Eastern Exposure, walk UW, self check-in",53552204,Randy,University District,47.66601,-122.3076,Entire home/apt,132,2,98,1.43,5,115,23
29636462,"spacious 2bd home with views, lofty and luxe",175731585,Lisa,Yesler Terrace,47.6014,-122.32006,Entire home/apt,203,30,2,0.1,1,95,0
29636713,"Modern, Spacious Townhome in heart of Seattle",215121392,Jane,Lawton Park,47.65376,-122.38496,Entire home/apt,230,2,92,1.38,1,136,26
29657809,Seattle 1b1b townhouse w private bathroom,21892416,Amanda,Crown Hill,47.69062575,-122.3818461,Private room,60,1,15,0.22,3,24,7
29775779,A great getaway to the heart of Ballard!,21528698,Tara,Adams,47.6751,-122.38769,Entire home/apt,65,30,23,0.35,1,176,2
29776840,Beacon Hill Fireside,82377119,Michael,North Beacon Hill,47.57805,-122.3045,Entire home/apt,133,2,200,2.92,1,43,38
29798397,Enjoy lovely ‘treehouse’ sanctuary +parking space!,7611538,Heather,Roosevelt,47.68529489,-122.3112605,Private room,80,30,51,0.76,1,317,2
29848922,Cozy One Bedroom Suite in Ballard,1028057,Kim,Whittier Heights,47.67756,-122.37416,Entire home/apt,85,3,191,2.86,1,86,38
29849964,Gaze Over Seattle from a Capitol Hill Penthouse Deck,3738871,Ashley,Broadway,47.62781147,-122.3237371,Entire home/apt,279,2,122,1.97,1,138,22
29856684,Mt Baker Suite Near Lake Washington,14250807,Ann,Mount Baker,47.58259,-122.29183,Private room,80,14,0,,1,179,0
29877836,Modern home close to it all in heart of Ballard,224683101,Mark,Adams,47.6724,-122.37856,Entire home/apt,286,3,25,0.41,1,49,10
29979422,Modern Oasis in Ballard. New cottage w/ 1.5 baths,24127926,Rebekah And Jacob,Loyal Heights,47.67801256,-122.3780506,Entire home/apt,166,1,292,4.33,1,52,92
30018439,Downtown Condo – Sweeping Puget Sound Views,10697929,Jenn,Pike-Market,47.60758,-122.33976,Entire home/apt,250,7,82,1.23,1,158,12
30024068,"Short Walk to UW, Entire, Super comfortable bed 44",3074414,Melissa,University District,47.65858,-122.31625,Entire home/apt,125,30,19,0.5,132,154,1
30044981,Green Lake Carriage Apartment,8186843,Alyson,Green Lake,47.68387,-122.32977,Entire home/apt,170,2,123,1.81,2,110,40
30093335,"Walk to Light Rail, Off-Street Parking, Local Art!",1845341,Devin,Mount Baker,47.57391,-122.28745,Entire home/apt,222,2,225,3.37,1,40,41
30113499,Capitol Hill Craftsman Charm with Modern Amenities,75658917,Mindy,Stevens,47.62344,-122.30576,Entire home/apt,,4,147,2.16,1,8,29
30130482,"Scenic Water-View Queen Anne Home, 2Mi to Downtown",9060841,Ruby,North Queen Anne,47.64397,-122.37382,Entire home/apt,453,2,40,0.59,5,82,30
30130681,Capitol Hill Modern Studio with Free Parking!,100208194,Brandon,Broadway,47.61676,-122.3173,Entire home/apt,189,1,362,5.33,6,65,73
30161231,Spacious 2BR Backyard Cottage w Vaulted Ceilings,50487726,Abigail & Justin,Fairmount Park,47.55023,-122.38325,Entire home/apt,263,1,209,3.13,1,72,23
30176806,Light Rail Apt - No Clean Fee and Flex Arrival!,22653808,Ashley,Columbia City,47.57474,-122.29844,Entire home/apt,126,2,150,2.23,1,60,29
30188933,"Maggies Diggs near Magnuson Park , Childrens, UW",26815448,Dina,View Ridge,47.68362,-122.26493,Entire home/apt,71,30,6,0.33,2,84,3
30228341,New townhouse 3BR/2BR rooftop deck central Seattle,292885274,Keyi,Atlantic,47.60101,-122.31252,Entire home/apt,220,30,17,0.29,1,310,1
30234326,Delightful Studio near Space Needle,86157147,Lyle,Belltown,47.61664,-122.34518,Entire home/apt,175,3,191,3.52,16,48,50
30237428,University Garden Suite,18228620,Victoria,Laurelhurst,47.65649,-122.28397,Entire home/apt,201,4,64,1,1,136,15
30290674,Cozy Garden Studio,4371576,Ellen/ Tom,Broadview,47.71185,-122.35835,Entire home/apt,100,30,45,0.7,1,142,1
30321371,Goldfinch House - Seattle / Modern Home Near Beach,8570638,Brian And Leslie,Sunset Hill,47.67067,-122.4,Entire home/apt,595,4,26,0.42,1,114,12
30426117,Private Room #1 amongst Seattle's finest amenities,56004960,Andrew,Wallingford,47.66575,-122.33411,Private room,78,30,62,0.92,13,180,3
30500795,Private Room #2 amongst Seattle's finest amenities,56004960,Andrew,Wallingford,47.66599,-122.33427,Private room,72,30,51,0.76,13,180,3
30535269,"Comfy  3 Bedroom House, with all the amenities.",228721932,Rickie,Mann,47.61375,-122.29784,Entire home/apt,254,30,46,0.71,1,127,1
30578185,*Outstanding* apt. near Seattle Ctr.-So Lake Union,11383663,David,West Queen Anne,47.63307,-122.36154,Entire home/apt,122,1,210,3.13,2,257,44
30772471,Spacious & private Seattle retreat in Beacon Hill,230248235,Allyson,Mid-Beacon Hill,47.54865,-122.29291,Entire home/apt,239,2,60,0.9,1,312,11
30775742,Spacious modern studio one block from Green Lake,230270645,Martha,Green Lake,47.67203,-122.33522,Entire home/apt,112,2,199,3.01,1,23,40
30808504,Panoramic Views in Luxury Downtown Residence,9885864,Sky,Central Business District,47.60972,-122.33799,Entire home/apt,110,30,16,0.24,1,253,4
30815319,Private West Seattle Garden Suite,133282491,Renate,Seaview,47.55612,-122.397,Entire home/apt,104,2,267,3.98,1,282,42
30859809,Ground floor private bed/bath in Ballard,230715390,Sean,Loyal Heights,47.67738,-122.37685,Private room,80,30,33,0.51,1,140,3
30894545,"Townhouse at Downtown, Seattle University, Swedish",17342935,David,Mann,47.60883,-122.29911,Entire home/apt,150,30,10,0.16,3,333,2
30916586,Gorgeous Queen Anne Townhouse - Rooftop Deck!,11983260,Mahnaz,West Queen Anne,47.63852,-122.37568,Entire home/apt,279,2,95,1.41,1,47,0
30960947,"Spectacular Views- Skyline & Lake Union, Hi Speed Internet",231340748,Alice,Wallingford,47.652302,-122.329552,Entire home/apt,150,1,321,4.81,2,248,61
31040215,Spectacular Lake Union View & High Speed Internet,231340748,Alice,Wallingford,47.65313063,-122.3292096,Entire home/apt,102,1,429,6.61,2,276,75
31116686,"Spacious 2 Br with king beds, the heart of Seattle",145720154,Chima,Mount Baker,47.56877,-122.28518,Entire home/apt,153,1,80,1.65,13,42,14
31129657,Little Oasis,777748,Michal,North Beacon Hill,47.57212,-122.3068,Entire home/apt,108,1,269,4.02,1,62,39
31138126,Great view Capitol Hill 1 bedroom apartment,42942539,Kira,Broadway,47.62023,-122.32848,Entire home/apt,123,2,191,2.89,2,3,34
31145360,Ravenna Studio Cottage Near UW and Green Lake,4746434,Stacy,University District,47.67239,-122.31949,Entire home/apt,135,3,204,3.06,1,54,31
31219741,Well-appointed mother-in-law apt in Capitol Hill,210731176,Tricia And Isaac,Stevens,47.61967,-122.31015,Entire home/apt,250,30,37,0.57,1,364,2
31243526,Capitol Hill 2 Bedroom w/ Parking Spot,162159097,Donald,Stevens,47.62046,-122.30229,Entire home/apt,146,2,163,2.54,2,286,51
31287568,Spacious Full Apt - No Cleaning Fee,234147890,Robert,Seward Park,47.55764,-122.26968,Entire home/apt,,3,217,3.31,1,24,35
31294061,New Royal starlight room with memory foam bed,30559,Angielena,Georgetown,47.54952,-122.31747,Private room,81,2,58,0.88,10,350,18
31321961,Private Room #3 amongst Seattle's finest amenities,56004960,Andrew,Wallingford,47.66644,-122.33544,Private room,72,30,35,0.53,13,140,5
31361577,"Guest Quarters Near UW, Children's, Lake Wash",32701707,Elise,Meadowbrook,47.70237,-122.2942,Entire home/apt,85,1,72,1.17,1,316,50
31444663,B Hill Studio near Lt Rail/StDms,235543653,Bernard,North Beacon Hill,47.58329,-122.315018,Entire home/apt,122,3,134,2.09,1,82,17
31462782,"Clean, Spacious, Modern Queen Anne Basement Studio",235362223,Lora,North Queen Anne,47.64103,-122.359,Entire home/apt,190,2,185,2.94,1,3,26
31465446,"The House on Sunset Hill, 2 Bed, Puget Sound View",77164643,Leah,Sunset Hill,47.6752,-122.40534,Entire home/apt,218,2,78,1.21,1,72,3
31476418,"Close to downtown, Kraken Games, & Concerts",21752052,SarahBeth,Lawton Park,47.65164,-122.40094,Entire home/apt,179,1,116,1.75,1,143,12
31545482,2BR Greenwood Artists Hideaway,236442276,Kelley,Greenwood,47.6957044,-122.3453527,Entire home/apt,124,3,356,5.51,1,115,69
31562982,Luxury apt on Queen Anne's desirable South Slope,236572187,Karen,East Queen Anne,47.62905636,-122.3447985,Entire home/apt,186,3,150,2.29,2,46,33
31593357,Private Entry Suite  Stylish & Cute w Kitchenette,75632952,Nityia,Mid-Beacon Hill,47.55046,-122.31028,Entire home/apt,103,3,86,1.3,1,46,31
31623027,Amazing Studio in Columbia City-Near Light Rail,225034304,Julie,Columbia City,47.55636,-122.28696,Entire home/apt,139,1,208,3.15,3,329,68
31623201,City Haven Apartment with a Fireplace in a Craftsman House,15784748,Teresa,Fremont,47.66132,-122.35001,Entire home/apt,284,2,123,1.86,1,275,14
31649637,Private Studio in Classic 1902 Capitol Hill Home,237294625,Cara,Broadway,47.6213,-122.31402,Entire home/apt,147,1,439,6.67,1,188,80
31861313,Belvidere Cabana - Seattle/Cascade Mtn Views,54521468,Rebecca,Genesee,47.5685,-122.37978,Entire home/apt,225,3,95,1.44,2,124,15
31861361,Ballard Condo! Free Parking! Rooftop Deck! Gym!,143060164,Robert,Adams,47.66943,-122.38223,Entire home/apt,147,3,81,1.31,4,148,19
